Level,Series ref: CPIQ,Description,Quarter,Weight,Index number
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2015Q3,1.49,1003.04878
Subgroup,SE9052,Household textiles,2015Q3,0.4,945.5252918
Subgroup,SE9053,Household appliances,2015Q3,0.87,996.8421053
Subgroup,SE9054,"Glassware, tableware, and household utensils",2015Q3,0.31,871.1288711
Subgroup,SE9055,Tools and equipment for house and garden,2015Q3,0.61,1001.782531
Subgroup,SE9056,Other household supplies and services,2015Q3,0.92,1015.458937
Subgroup,SE9061,"Medical products, appliances, and equipment",2015Q3,1.05,997.0530452
Subgroup,SE9062,Out-patient services,2015Q3,2.31,956.871345
Subgroup,SE9063,Hospital services,2015Q3,0.59,953.0332681
Subgroup,SE9071,Purchase of vehicles,2015Q3,3.34,978.515625
Subgroup,SE9072,Private transport supplies and services,2015Q3,8.03,1044.56328
Subgroup,SE9073,Passenger transport services,2015Q3,2.64,1038.922156
Subgroup,SE9081,Postal services,2015Q3,0.17,952.1912351
Subgroup,SE9082,Telecommunication equipment,2015Q3,0.23,1511.904762
Subgroup,SE9083,Telecommunication services,2015Q3,2.97,1038.359788
Subgroup,SE9091,Audio-visual and computing equipment,2015Q3,0.99,1196.721311
Subgroup,SE9092,Major recreational and cultural equipment,2015Q3,0.4,959.5375723
Subgroup,SE9093,Other recreational equipment and supplies,2015Q3,2.2,988.8164026
Subgroup,SE9094,Recreational and cultural services,2015Q3,2.92,971.6312057
Subgroup,SE9095,"Newspapers, books, and stationery",2015Q3,1.17,956.6473988
Subgroup,SE9096,Accommodation services,2015Q3,0.49,972.0447284
Subgroup,SE9097,Package holidays,2015Q3,1.24,1208.333333
Subgroup,SE9101,Early childhood education,2015Q3,0.45,978.5794814
Subgroup,SE9102,Primary and secondary education,2015Q3,0.7,938.537185
Subgroup,SE9103,Tertiary and other post school education,2015Q3,0.76,954.1528239
Subgroup,SE9104,Other education,2015Q3,0.06,942.7710843
Subgroup,SE9111,Personal care,2015Q3,2.27,1023.084026
Subgroup,SE9113,Personal effects,2015Q3,0.42,980.2197802
Subgroup,SE9114,Insurance,2015Q3,2.52,971.1538462
Subgroup,SE9115,Credit services,2015Q3,0.37,1051.612903
Subgroup,SE9116,Other miscellaneous services,2015Q3,1.79,908.1007488
Class,SE901101,Fruit,2015Q3,1.05,941.0634209
Class,SE901102,Vegetables,2015Q3,1.65,953.3644237
Class,SE901201,Meat and poultry,2015Q3,2.52,1024.294671
Class,SE901202,Fish and other seafood,2015Q3,0.46,946.5361446
Class,SE901301,Bread and cereals,2015Q3,1.86,1015.228426
Class,SE901302,"Milk, cheese, and eggs",2015Q3,1.89,966.8721109
Class,SE901303,Oils and fats,2015Q3,0.31,866.0834455
Class,SE901304,Food additives and condiments,2015Q3,0.53,1053.962901
Class,SE901305,"Confectionery, nuts, and snacks",2015Q3,1.58,1015.2
Class,SE901306,Other grocery food,2015Q3,0.61,988.7187752
Class,SE901401,"Coffee, tea, and other hot drinks",2015Q3,0.35,993.754879
Class,SE901402,"Soft drinks, waters, and juices",2015Q3,1.64,1028.838659
Class,SE901501,Restaurant meals,2015Q3,1.41,968.1818182
Class,SE901502,Ready-to-eat food,2015Q3,3.01,965.6432749
Class,SE902101,Beer,2015Q3,1.84,998.4567901
Class,SE902102,Wine,2015Q3,1.63,1025.096525
Class,SE902103,Spirits and liqueurs,2015Q3,1.22,1000
Class,SE902200,Cigarettes and tobacco,2015Q3,2.61,831.6831683
Class,SE903102,Men's clothing,2015Q3,0.83,1010.706638
Class,SE903103,Women's clothing,2015Q3,1.8,999.015748
Class,SE903104,Children's and infants' clothing,2015Q3,0.49,981.409002
Class,SE903105,Clothing accessories,2015Q3,0.11,929.0853032
Class,SE903106,Knitting and sewing supplies,2015Q3,0.09,1022.727273
Class,SE903107,Clothing services,2015Q3,0.07,963.2063075
Class,SE903202,Men's footwear,2015Q3,0.21,972.3889556
Class,SE903203,Women's footwear,2015Q3,0.45,996.0159363
Class,SE903204,Children's and infants' footwear,2015Q3,0.15,912.6506024
Class,SE904101,Actual rentals for housing,2015Q3,9.42,962.8751975
Class,SE904201,Purchase of new housing,2015Q3,4.45,902.2364217
Class,SE904301,Property maintenance materials,2015Q3,0.6,961.4803625
Class,SE904302,Property maintenance services,2015Q3,2.55,949.4459834
Class,SE904401,Water supply,2015Q3,0.39,977.154047
Class,SE904402,Refuse disposal and recycling,2015Q3,0.16,933.7714863
Class,SE904403,Local authority rates and payments,2015Q3,2.86,965.0507328
Class,SE904404,Other property related services,2015Q3,0.02,934.4096872
Class,SE904501,Electricity,2015Q3,4,964.4736842
Class,SE904502,Gas,2015Q3,0.41,955.0484094
Class,SE904503,Solid fuels,2015Q3,0.1,897.3246565
Class,SE905101,Furniture and furnishings,2015Q3,1.15,1010.775862
Class,SE905102,Carpets and other floor coverings,2015Q3,0.35,976.6435986
Class,SE905200,Household textiles,2015Q3,0.4,945.5252918
Class,SE905301,Major household appliances,2015Q3,0.7,993.4497817
Class,SE905302,Small electrical household appliances,2015Q3,0.11,1035.005834
Class,SE905303,Repair and hire of household appliances,2015Q3,0.06,963.9389736
Class,SE905400,"Glassware, tableware, and household utensils",2015Q3,0.31,871.1288711
Class,SE905501,Major tools and equipment for the house and garden,2015Q3,0.27,1000.88968
Class,SE905502,Small tools and accessories for the house and garden,2015Q3,0.34,1001.793722
Class,SE905601,Cleaning products and other household supplies,2015Q3,0.68,1032.908705
Class,SE905602,Other household services,2015Q3,0.24,970.8806818
Class,SE906101,Pharmaceutical products,2015Q3,0.73,1002.016129
Class,SE906102,Other medical products,2015Q3,0.04,994.0374787
Class,SE906103,Therapeutic appliances and equipment,2015Q3,0.28,986.8791003
Class,SE906201,Medical services,2015Q3,1.35,956.554878
Class,SE906202,Dental services,2015Q3,0.86,957.010582
Class,SE906203,Paramedical services,2015Q3,0.1,967.571644
Class,SE906300,Hospital services,2015Q3,0.59,953.0332681
Class,SE907101,Purchase of new motor cars,2015Q3,1.43,1030.634573
Class,SE907102,Purchase of second-hand motor cars,2015Q3,1.8,939.4213382
Class,SE907103,Purchase of motorcycles,2015Q3,0.07,1002.125399
Class,SE907104,Purchase of bicycles,2015Q3,0.04,1000
Class,SE907201,Vehicle parts and accessories,2015Q3,0.71,969.8608964
Class,SE907202,Petrol,2015Q3,4.71,1058.928571
Class,SE907203,Other vehicle fuels and lubricants,2015Q3,0.31,1023.397762
Class,SE907204,Vehicle servicing and repairs,2015Q3,1.27,975.0550257
Class,SE907205,Other private transport services,2015Q3,1.03,1140.749149
Class,SE907301,Rail passenger transport,2015Q3,0.1,932.9608939
Class,SE907302,Road passenger transport,2015Q3,0.43,947.009841
Class,SE907303,Domestic air transport,2015Q3,0.66,1036.538462
Class,SE907304,International air transport,2015Q3,1.36,1085.518814
Class,SE907305,Sea passenger transport,2015Q3,0.09,990.6303237
Class,SE908100,Postal services,2015Q3,0.17,952.1912351
Class,SE908200,Telecommunication equipment,2015Q3,0.23,1511.904762
Class,SE908300,Telecommunication services,2015Q3,2.97,1038.359788
Class,SE909101,Audio-visual equipment,2015Q3,0.49,1298.611111
Class,SE909102,Computing equipment,2015Q3,0.34,1157.706093
Class,SE909103,Recording media,2015Q3,0.16,1021.551724
Class,SE909200,Major recreational and cultural equipment,2015Q3,0.4,959.5375723
Class,SE909301,"Games, toys, and hobbies",2015Q3,0.55,1033.240997
Class,SE909302,"Equipment for sport, camping, and outdoor recreation",2015Q3,0.42,997.7973568
Class,SE909303,"Plants, flowers, and gardening supplies",2015Q3,0.51,1001.60901
Class,SE909304,Pet-related products,2015Q3,0.71,945.3125
Class,SE909401,Recreational and sporting services,2015Q3,1.17,972.6235741
Class,SE909402,Cultural services,2015Q3,1.49,976.0923331
Class,SE909403,Veterinary services,2015Q3,0.26,948.4679666
Class,SE909501,Books,2015Q3,0.39,1002.566296
Class,SE909502,Newspapers and magazines,2015Q3,0.53,910.0562149
Class,SE909504,Stationery and drawing materials,2015Q3,0.26,992.9133858
Class,SE909600,Accommodation services,2015Q3,0.49,972.0447284
Class,SE909700,Package holidays,2015Q3,1.24,1208.333333
Class,SE910100,Early childhood education,2015Q3,0.45,978.5794814
Class,SE910200,Primary and secondary education,2015Q3,0.7,938.537185
Class,SE910300,Tertiary and other post school education,2015Q3,0.76,954.1528239
Class,SE910400,Other education,2015Q3,0.06,942.7710843
Class,SE911101,Hairdressing and personal grooming services,2015Q3,0.75,972.8739003
Class,SE911102,Electrical appliances for personal care,2015Q3,0.05,1000
Class,SE911103,"Other appliances, articles, and products for personal care",2015Q3,1.47,1051.652893
Class,SE911301,Jewellery and watches,2015Q3,0.24,967.1826625
Class,SE911302,Other personal effects,2015Q3,0.18,997.8378378
Class,SE911401,Life insurance,2015Q3,1.02,1007.162041
Class,SE911402,Dwelling insurance,2015Q3,0.42,924.391657
Class,SE911403,Contents insurance,2015Q3,0.35,984.2465753
Class,SE911404,Health insurance,2015Q3,0.24,902.5110783
Class,SE911405,Vehicle insurance,2015Q3,0.48,969.1056911
Class,SE911501,Credit services,2015Q3,0.37,1051.612903
Class,SE911601,Vocational services,2015Q3,0.29,978.8359788
Class,SE911602,Professional services,2015Q3,0.27,883.1018519
Class,SE911603,Real estate services,2015Q3,0.8,848.8372093
Class,SE911604,Other miscellaneous services not elsewhere classified,2015Q3,0.44,1002.87977
All groups,SE9A,All groups CPI,2015Q4,100,977.1615008
Group,SE901,Food,2015Q4,18.56,965.8054711
Group,SE902,Alcoholic beverages and tobacco,2015Q4,7.26,927.7184161
Group,SE903,Clothing and footwear,2015Q4,4.21,993.987976
Group,SE904,Housing and household utilities,2015Q4,25.22,954.8611111
Group,SE905,Household contents and services,2015Q4,4.61,987.0517928
Group,SE906,Health,2015Q4,3.99,972.4560061
Group,SE907,Transport,2015Q4,13.91,1014.939309
Group,SE908,Communication,2015Q4,3.36,1046.676096
Group,SE909,Recreation and culture,2015Q4,9.45,1018.887723
Group,SE910,Education,2015Q4,1.97,951.9832985
Group,SE911,Miscellaneous goods and services,2015Q4,7.44,978.1420765
Subgroup,SE9011,Fruit and vegetables,2015Q4,2.46,859.2010478
Subgroup,SE9012,"Meat, poultry, and fish",2015Q4,2.97,1002.329193
Subgroup,SE9013,Grocery food,2015Q4,6.7,977.5280899
Subgroup,SE9014,Non-alcoholic beverages,2015Q4,1.98,1008.566978
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2015Q4,4.46,971.7682021
Subgroup,SE9021,Alcoholic beverages,2015Q4,4.64,991.6036944
Subgroup,SE9022,Cigarettes and tobacco,2015Q4,2.62,831.6831683
Subgroup,SE9031,Clothing,2015Q4,3.39,996.0278054
Subgroup,SE9032,Footwear,2015Q4,0.82,981.25
Subgroup,SE9041,Actual rentals for housing,2015Q4,9.52,968.4044234
Subgroup,SE9042,Home ownership,2015Q4,4.53,913.0990415
Subgroup,SE9043,Property maintenance,2015Q4,3.18,956.920904
Subgroup,SE9044,Property rates and related services,2015Q4,3.47,968.12749
Subgroup,SE9045,Household energy,2015Q4,4.53,961.5639496
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2015Q4,1.54,1027.439024
Subgroup,SE9052,Household textiles,2015Q4,0.39,925.0972763
Subgroup,SE9053,Household appliances,2015Q4,0.86,980
Subgroup,SE9054,"Glassware, tableware, and household utensils",2015Q4,0.31,871.1288711
Subgroup,SE9055,Tools and equipment for house and garden,2015Q4,0.6,989.3048128
Subgroup,SE9056,Other household supplies and services,2015Q4,0.91,1000.966184
Subgroup,SE9061,"Medical products, appliances, and equipment",2015Q4,1.06,1001.964637
Subgroup,SE9062,Out-patient services,2015Q4,2.34,963.4502924
Subgroup,SE9063,Hospital services,2015Q4,0.59,953.0332681
Subgroup,SE9071,Purchase of vehicles,2015Q4,3.36,980.46875
Subgroup,SE9072,Private transport supplies and services,2015Q4,7.73,1001.782531
Subgroup,SE9073,Passenger transport services,2015Q4,2.81,1101.796407
Subgroup,SE9081,Postal services,2015Q4,0.17,954.8472776
Subgroup,SE9082,Telecommunication equipment,2015Q4,0.21,1416.666667
Subgroup,SE9083,Telecommunication services,2015Q4,2.97,1033.068783
Subgroup,SE9091,Audio-visual and computing equipment,2015Q4,0.98,1168.032787
Subgroup,SE9092,Major recreational and cultural equipment,2015Q4,0.41,969.4467382
Subgroup,SE9093,Other recreational equipment and supplies,2015Q4,2.22,995.3401678
Subgroup,SE9094,Recreational and cultural services,2015Q4,2.95,974.7832939
Subgroup,SE9095,"Newspapers, books, and stationery",2015Q4,1.21,983.3815029
Subgroup,SE9096,Accommodation services,2015Q4,0.51,1014.376997
Subgroup,SE9097,Package holidays,2015Q4,1.18,1141.865079
Subgroup,SE9101,Early childhood education,2015Q4,0.45,971.8151071
Subgroup,SE9102,Primary and secondary education,2015Q4,0.7,938.537185
Subgroup,SE9103,Tertiary and other post school education,2015Q4,0.76,954.1528239
Subgroup,SE9104,Other education,2015Q4,0.06,942.7710843
Subgroup,SE9111,Personal care,2015Q4,2.26,1014.773777
Subgroup,SE9113,Personal effects,2015Q4,0.42,979.4871795
Subgroup,SE9114,Insurance,2015Q4,2.56,980.7692308
Subgroup,SE9115,Credit services,2015Q4,0.37,1049.462366
Subgroup,SE9116,Other miscellaneous services,2015Q4,1.82,920.3539823
Class,SE901101,Fruit,2015Q4,1.09,969.8910955
Class,SE901102,Vegetables,2015Q4,1.37,787.4750167
Class,SE901201,Meat and poultry,2015Q4,2.51,1013.322884
Class,SE901202,Fish and other seafood,2015Q4,0.47,945.7831325
Class,SE901301,Bread and cereals,2015Q4,1.86,1010.998308
Class,SE901302,"Milk, cheese, and eggs",2015Q4,1.83,930.6625578
Class,SE901303,Oils and fats,2015Q4,0.3,829.7442799
Class,SE901304,Food additives and condiments,2015Q4,0.51,1019.392917
Class,SE901305,"Confectionery, nuts, and snacks",2015Q4,1.58,1007.2
Class,SE901306,Other grocery food,2015Q4,0.62,1011.281225
Class,SE901401,"Coffee, tea, and other hot drinks",2015Q4,0.35,985.9484778
Class,SE901402,"Soft drinks, waters, and juices",2015Q4,1.62,1014.029618
Class,SE901501,Restaurant meals,2015Q4,1.42,974.2424242
Class,SE901502,Ready-to-eat food,2015Q4,3.03,970.0292398
Class,SE902101,Beer,2015Q4,1.82,985.3395062
Class,SE902102,Wine,2015Q4,1.6,997.1042471
Class,SE902103,Spirits and liqueurs,2015Q4,1.22,995.9839357
Class,SE902200,Cigarettes and tobacco,2015Q4,2.62,831.6831683
Class,SE903102,Men's clothing,2015Q4,0.84,1022.48394
Class,SE903103,Women's clothing,2015Q4,1.79,992.1259843
Class,SE903104,Children's and infants' clothing,2015Q4,0.5,992.1722114
Class,SE903105,Clothing accessories,2015Q4,0.11,942.4460432
Class,SE903106,Knitting and sewing supplies,2015Q4,0.08,992.7272727
Class,SE903107,Clothing services,2015Q4,0.07,963.2063075
Class,SE903202,Men's footwear,2015Q4,0.21,996.3985594
Class,SE903203,Women's footwear,2015Q4,0.45,1000
Class,SE903204,Children's and infants' footwear,2015Q4,0.15,914.6586345
Class,SE904101,Actual rentals for housing,2015Q4,9.52,968.4044234
Class,SE904201,Purchase of new housing,2015Q4,4.53,913.0990415
Class,SE904301,Property maintenance materials,2015Q4,0.6,970.5438066
Class,SE904302,Property maintenance services,2015Q4,2.57,953.601108
Class,SE904401,Water supply,2015Q4,0.39,977.154047
Class,SE904402,Refuse disposal and recycling,2015Q4,0.17,942.3660263
Class,SE904403,Local authority rates and payments,2015Q4,2.89,968.9966178
Class,SE904404,Other property related services,2015Q4,0.02,948.5368315
Class,SE904501,Electricity,2015Q4,4.01,962.5
Class,SE904502,Gas,2015Q4,0.42,970.2627939
Class,SE904503,Solid fuels,2015Q4,0.1,897.3246565
Class,SE905101,Furniture and furnishings,2015Q4,1.18,1037.715517
Class,SE905102,Carpets and other floor coverings,2015Q4,0.36,995.6747405
Class,SE905200,Household textiles,2015Q4,0.39,925.0972763
Class,SE905301,Major household appliances,2015Q4,0.7,985.8078603
Class,SE905302,Small electrical household appliances,2015Q4,0.1,946.3243874
Class,SE905303,Repair and hire of household appliances,2015Q4,0.06,968.0998613
Class,SE905400,"Glassware, tableware, and household utensils",2015Q4,0.31,871.1288711
Class,SE905501,Major tools and equipment for the house and garden,2015Q4,0.26,983.0960854
Class,SE905502,Small tools and accessories for the house and garden,2015Q4,0.34,992.8251121
Class,SE905601,Cleaning products and other household supplies,2015Q4,0.67,1013.800425
Class,SE905602,Other household services,2015Q4,0.25,970.1704545
Class,SE906101,Pharmaceutical products,2015Q4,0.74,1008.064516
Class,SE906102,Other medical products,2015Q4,0.04,985.5195911
Class,SE906103,Therapeutic appliances and equipment,2015Q4,0.28,987.8163074
Class,SE906201,Medical services,2015Q4,1.36,964.9390244
Class,SE906202,Dental services,2015Q4,0.87,960.978836
Class,SE906203,Paramedical services,2015Q4,0.1,967.571644
Class,SE906300,Hospital services,2015Q4,0.59,953.0332681
Class,SE907101,Purchase of new motor cars,2015Q4,1.44,1032.822757
Class,SE907102,Purchase of second-hand motor cars,2015Q4,1.81,939.4213382
Class,SE907103,Purchase of motorcycles,2015Q4,0.07,1009.564293
Class,SE907104,Purchase of bicycles,2015Q4,0.04,1079.754601
Class,SE907201,Vehicle parts and accessories,2015Q4,0.73,986.0896445
Class,SE907202,Petrol,2015Q4,4.4,984.8214286
Class,SE907203,Other vehicle fuels and lubricants,2015Q4,0.28,939.9796541
Class,SE907204,Vehicle servicing and repairs,2015Q4,1.28,982.3917828
Class,SE907205,Other private transport services,2015Q4,1.04,1141.884222
Class,SE907301,Rail passenger transport,2015Q4,0.1,932.9608939
Class,SE907302,Road passenger transport,2015Q4,0.47,1018.925057
Class,SE907303,Domestic air transport,2015Q4,0.72,1118.269231
Class,SE907304,International air transport,2015Q4,1.44,1144.811859
Class,SE907305,Sea passenger transport,2015Q4,0.09,989.7785349
Class,SE908100,Postal services,2015Q4,0.17,954.8472776
Class,SE908200,Telecommunication equipment,2015Q4,0.21,1416.666667
Class,SE908300,Telecommunication services,2015Q4,2.97,1033.068783
Class,SE909101,Audio-visual equipment,2015Q4,0.47,1236.111111
Class,SE909102,Computing equipment,2015Q4,0.34,1161.290323
Class,SE909103,Recording media,2015Q4,0.16,1027.298851
Class,SE909200,Major recreational and cultural equipment,2015Q4,0.41,969.4467382
Class,SE909301,"Games, toys, and hobbies",2015Q4,0.56,1031.855956
Class,SE909302,"Equipment for sport, camping, and outdoor recreation",2015Q4,0.43,1017.621145
Class,SE909303,"Plants, flowers, and gardening supplies",2015Q4,0.51,997.5864843
Class,SE909304,Pet-related products,2015Q4,0.72,955.9659091
Class,SE909401,Recreational and sporting services,2015Q4,1.18,974.1444867
Class,SE909402,Cultural services,2015Q4,1.5,978.56554
Class,SE909403,Veterinary services,2015Q4,0.27,957.5208914
Class,SE909501,Books,2015Q4,0.41,1051.32592
Class,SE909502,Newspapers and magazines,2015Q4,0.54,934.41599
Class,SE909504,Stationery and drawing materials,2015Q4,0.26,992.1259843
Class,SE909600,Accommodation services,2015Q4,0.51,1014.376997
Class,SE909700,Package holidays,2015Q4,1.18,1141.865079
Class,SE910100,Early childhood education,2015Q4,0.45,971.8151071
Class,SE910200,Primary and secondary education,2015Q4,0.7,938.537185
Class,SE910300,Tertiary and other post school education,2015Q4,0.76,954.1528239
Class,SE910400,Other education,2015Q4,0.06,942.7710843
Class,SE911101,Hairdressing and personal grooming services,2015Q4,0.76,980.2052786
Class,SE911102,Electrical appliances for personal care,2015Q4,0.05,890.8450704
Class,SE911103,"Other appliances, articles, and products for personal care",2015Q4,1.45,1037.190083
Class,SE911301,Jewellery and watches,2015Q4,0.25,978.9473684
Class,SE911302,Other personal effects,2015Q4,0.18,978.3783784
Class,SE911401,Life insurance,2015Q4,1.04,1017.905103
Class,SE911402,Dwelling insurance,2015Q4,0.43,931.3441483
Class,SE911403,Contents insurance,2015Q4,0.36,986.9863014
Class,SE911404,Health insurance,2015Q4,0.25,922.2058099
Class,SE911405,Vehicle insurance,2015Q4,0.49,978.0487805
Class,SE911501,Credit services,2015Q4,0.37,1049.462366
Class,SE911601,Vocational services,2015Q4,0.29,978.8359788
Class,SE911602,Professional services,2015Q4,0.27,895.8333333
Class,SE911603,Real estate services,2015Q4,0.83,878.5529716
Class,SE911604,Other miscellaneous services not elsewhere classified,2015Q4,0.43,986.3210943
All groups,SE9A,All groups CPI,2016Q1,100,978.7928222
Group,SE901,Food,2016Q1,18.75,977.2036474
Group,SE902,Alcoholic beverages and tobacco,2016Q1,7.51,961.6593338
Group,SE903,Clothing and footwear,2016Q1,4.19,989.9799599
Group,SE904,Housing and household utilities,2016Q1,25.32,960.4166667
Group,SE905,Household contents and services,2016Q1,4.68,1003.984064
Group,SE906,Health,2016Q1,3.98,971.6908952
Group,SE907,Transport,2016Q1,13.39,978.5247432
Group,SE908,Communication,2016Q1,3.37,1050.919378
Group,SE909,Recreation and culture,2016Q1,9.35,1009.443861
Group,SE910,Education,2016Q1,2.02,975.6437022
Group,SE911,Miscellaneous goods and services,2016Q1,7.44,980.4839969
Subgroup,SE9011,Fruit and vegetables,2016Q1,2.53,884.7413229
Subgroup,SE9012,"Meat, poultry, and fish",2016Q1,3.01,1017.857143
Subgroup,SE9013,Grocery food,2016Q1,6.76,987.9614767
Subgroup,SE9014,Non-alcoholic beverages,2016Q1,1.98,1011.682243
Subgroup,SE9015,Restaurant meals and ready-to-eat food,2016Q1,4.47,976.2258544
Subgroup,SE9021,Alcoholic beverages,2016Q1,4.65,995.8018472
Subgroup,SE9022,Cigarettes and tobacco,2016Q1,2.86,910.1576824
Subgroup,SE9031,Clothing,2016Q1,3.37,992.0556107
Subgroup,SE9032,Footwear,2016Q1,0.82,978.125
Subgroup,SE9041,Actual rentals for housing,2016Q1,9.56,973.9336493
Subgroup,SE9042,Home ownership,2016Q1,4.56,920.7667732
Subgroup,SE9043,Property maintenance,2016Q1,3.2,966.1016949
Subgroup,SE9044,Property rates and related services,2016Q1,3.46,968.696642
Subgroup,SE9045,Household energy,2016Q1,4.53,963.5520212
Subgroup,SE9051,"Furniture, furnishings, and floor coverings",2016Q1,1.55,1037.601626
Subgroup,SE9052,Household textiles,2016Q1,0.41,970.8171206
Subgroup,SE9053,Household appliances,2016Q1,0.88,1007.368421
Subgroup,SE9054,"Glassware, tableware, and household utensils",2016Q1,0.32,904.0959041
Subgroup,SE9055,Tools and equipment for house and garden,2016Q1,0.61,994.6524064
Subgroup,SE9056,Other household supplies and services,2016Q1,0.91,1004.830918
Subgroup,SE9061,"Medical products, appliances, and equipment",2016Q1,1.05,994.1060904
Subgroup,SE9062,Out-patient services,2016Q1,2.34,965.6432749
Subgroup,SE9063,Hospital services,2016Q1,0.59,953.6855838
Subgroup,SE9071,Purchase of vehicles,2016Q1,3.41,996.09375
Subgroup,SE9072,Private transport supplies and services,2016Q1,7.36,954.5454545
Subgroup,SE9073,Passenger transport services,2016Q1,2.62,1027.944112
Subgroup,SE9081,Postal services,2016Q1,0.17,954.1832669
Subgroup,SE9082,Telecommunication equipment,2016Q1,0.21,1369.047619
Subgroup,SE9083,Telecommunication services,2016Q1,2.99,1039.68254
Subgroup,SE9091,Audio-visual and computing equipment,2016Q1,0.96,1151.639344
Subgroup,SE9092,Major recreational and cultural equipment,2016Q1,0.41,975.2270851
Subgroup,SE9093,Other recreational equipment and supplies,2016Q1,2.25,1007.455732
Subgroup,SE9094,Recreational and cultural services,2016Q1,2.94,975.571316
Subgroup,SE9095,"Newspapers, books, and stationery",2016Q1,1.17,945.8092486
Subgroup,SE9096,Accommodation services,2016Q1,0.53,1063.897764
Subgroup,SE9097,Package holidays,2016Q1,1.09,1059.52381
Subgroup,SE9101,Early childhood education,2016Q1,0.45,970.6877114
Subgroup,SE9102,Primary and secondary education,2016Q1,0.73,972.9563614
Subgroup,SE9103,Tertiary and other post school education,2016Q1,0.78,982.0598007
Subgroup,SE9104,Other education,2016Q1,0.06,962.6506024
Subgroup,SE9111,Personal care,2016Q1,2.27,1020.313943
Subgroup,SE9113,Personal effects,2016Q1,0.41,963.3699634
Subgroup,SE9114,Insurance,2016Q1,2.56,980.7692308
Subgroup,SE9115,Credit services,2016Q1,0.37,1048.387097
Subgroup,SE9116,Other miscellaneous services,2016Q1,1.83,926.480599
Class,SE901101,Fruit,2016Q1,1.18,1049.327354
Class,SE901102,Vegetables,2016Q1,1.35,778.1479014
Class,SE901201,Meat and poultry,2016Q1,2.54,1028.996865
Class,SE901202,Fish and other seafood,2016Q1,0.47,963.1024096
Class,SE901301,Bread and cereals,2016Q1,1.86,1011.844332
Class,SE901302,"Milk, cheese, and eggs",2016Q1,1.86,949.1525424
Class,SE901303,Oils and fats,2016Q1,0.31,871.4670256
Class,SE901304,Food additives and condiments,2016Q1,0.52,1030.354132
Class,SE901305,"Confectionery, nuts, and snacks",2016Q1,1.59,1016
Class,SE901306,Other grocery food,2016Q1,0.62,1012.087027
Class,SE901401,"Coffee, tea, and other hot drinks",2016Q1,0.35,973.4582358
Class,SE901402,"Soft drinks, waters, and juices",2016Q1,1.63,1020.265004
Class,SE901501,Restaurant meals,2016Q1,1.43,978.7878788
Class,SE901502,Ready-to-eat food,2016Q1,3.04,973.6842105
Class,SE902101,Beer,2016Q1,1.83,989.1975309
Class,SE902102,Wine,2016Q1,1.6,1000.965251
Class,SE902103,Spirits and liqueurs,2016Q1,1.22,999.1967871
Class,SE902200,Cigarettes and tobacco,2016Q1,2.86,910.1576824
Class,SE903102,Men's clothing,2016Q1,0.83,1003.211991
Class,SE903103,Women's clothing,2016Q1,1.8,995.0787402
Class,SE903104,Children's and infants' clothing,2016Q1,0.5,990.2152642
Class,SE903105,Clothing accessories,2016Q1,0.11,918.8078109
Class,SE903106,Knitting and sewing supplies,2016Q1,0.08,991.8181818
Class,SE903107,Clothing services,2016Q1,0.07,963.2063075
Class,SE903202,Men's footwear,2016Q1,0.21,981.9927971
Class,SE903203,Women's footwear,2016Q1,0.45,996.0159363
Class,SE903204,Children's and infants' footwear,2016Q1,0.15,926.7068273
Class,SE904101,Actual rentals for housing,2016Q1,9.56,973.9336493
Class,SE904201,Purchase of new housing,2016Q1,4.56,920.7667732
Class,SE904301,Property maintenance materials,2016Q1,0.6,968.2779456
Class,SE904302,Property maintenance services,2016Q1,2.6,966.7590028
Class,SE904401,Water supply,2016Q1,0.39,977.154047
Class,SE904402,Refuse disposal and recycling,2016Q1,0.17,954.4994944
Class,SE904403,Local authority rates and payments,2016Q1,2.89,968.9966178
Class,SE904404,Other property related services,2016Q1,0.02,946.518668
Class,SE904501,Electricity,2016Q1,4.02,964.4736842
Class,SE904502,Gas,2016Q1,0.42,969.571231
Class,SE904503,Solid fuels,2016Q1,0.1,897.3246565
Class,SE905101,Furniture and furnishings,2016Q1,1.19,1047.413793
Class,SE905102,Carpets and other floor coverings,2016Q1,0.36,1006.055363
Class,SE905200,Household textiles,2016Q1,0.41,970.8171206
Class,SE905301,Major household appliances,2016Q1,0.72,1012.008734
Class,SE905302,Small electrical household appliances,2016Q1,0.11,996.4994166
Class,SE905303,Repair and hire of household appliances,2016Q1,0.06,974.3411928
Class,SE905400,"Glassware, tableware, and household utensils",2016Q1,0.32,904.0959041
Class,SE905501,Major tools and equipment for the house and garden,2016Q1,0.26,988.4341637
Class,SE905502,Small tools and accessories for the house and garden,2016Q1,0.34,999.103139
Class,SE905601,Cleaning products and other household supplies,2016Q1,0.67,1019.10828
Class,SE905602,Other household services,2016Q1,0.25,971.5909091
Class,SE906101,Pharmaceutical products,2016Q1,0.73,997.983871
Class,SE906102,Other medical products,2016Q1,0.04,970.1873935
Class,SE906103,Therapeutic appliances and equipment,2016Q1,0.28,986.8791003
Class,SE906201,Medical services,2016Q1,1.37,968.75
Class,SE906202,Dental services,2016Q1,0.87,961.6402116
